"Date","Price","Open","High","Low","Vol.","Change %"
"09/02/2025","5,183.9","5,130.9","5,187.3","5,113.2","777.50M","-0.97%"
"08/29/2025","5,234.6","5,298.5","5,298.5","5,218.3","786.81M","-1.63%"
"08/28/2025","5,321.4","5,288.4","5,336.6","5,255.5","812.41M","0.66%"
"08/27/2025","5,286.8","5,259.5","5,294.4","5,234.4","710.96M","0.48%"
"08/26/2025","5,261.4","5,237.0","5,267.1","5,220.8","804.78M","0.53%"
"08/25/2025","5,233.8","5,231.4","5,272.7","5,213.1","711.44M","-0.09%"
"08/22/2025","5,238.3","5,165.1","5,269.5","5,146.2","873.36M","1.32%"
"08/21/2025","5,169.8","5,179.4","5,199.7","5,147.4","673.47M","-0.39%"
"08/20/2025","5,190.0","5,213.5","5,213.5","5,113.4","1.07B","-0.77%"
"08/19/2025","5,230.3","5,321.4","5,324.9","5,220.3","1.05B","-1.88%"
"08/18/2025","5,330.3","5,323.7","5,343.2","5,306.6","774.12M","0.13%"
"08/15/2025","5,323.3","5,355.3","5,355.3","5,303.1","1.05B","-0.75%"
"08/14/2025","5,363.5","5,343.2","5,381.6","5,337.9","792.52M","-0.03%"
"08/13/2025","5,365.3","5,398.8","5,410.4","5,345.2","866.60M","-0.19%"
"08/12/2025","5,375.6","5,325.6","5,376.2","5,292.4","826.39M","1.41%"
"08/11/2025","5,301.0","5,321.0","5,354.2","5,288.0","869.72M","-0.56%"
"08/08/2025","5,330.9","5,286.0","5,340.0","5,269.8","819.29M","1.22%"
"08/07/2025","5,266.4","5,307.0","5,327.0","5,225.3","979.33M","0.41%"
"08/06/2025","5,244.7","5,183.3","5,253.4","5,182.6","949.64M","1.34%"
"08/05/2025","5,175.3","5,232.9","5,238.3","5,166.2","869.24M","-0.91%"
"08/04/2025","5,222.6","5,164.1","5,226.0","5,164.1","759.85M","2.15%"
"08/01/2025","5,112.5","5,173.8","5,181.7","5,087.4","939.53M","-2.07%"
"07/31/2025","5,220.7","5,339.1","5,339.1","5,198.0","1.03B","-0.31%"
"07/30/2025","5,236.8","5,223.7","5,252.3","5,196.2","791.70M","0.43%"
"07/29/2025","5,214.4","5,258.5","5,282.9","5,209.0","814.83M","-0.21%"
"07/28/2025","5,225.4","5,202.4","5,225.4","5,193.2","722.16M","0.77%"
"07/25/2025","5,185.4","5,172.9","5,200.7","5,164.1","788.35M","0.24%"
"07/24/2025","5,173.2","5,159.8","5,186.7","5,140.4","713.40M","0.67%"
"07/23/2025","5,138.9","5,118.7","5,143.4","5,083.9","746.49M","0.74%"
"07/22/2025","5,101.0","5,154.2","5,154.2","5,068.0","709.20M","-1.08%"
"07/21/2025","5,156.9","5,151.1","5,194.1","5,147.8","613.27M","0.13%"
"07/18/2025","5,150.1","5,167.7","5,176.4","5,134.2","643.16M","-0.10%"
"07/17/2025","5,155.4","5,115.6","5,172.3","5,109.0","694.72M","0.89%"
"07/16/2025","5,109.9","5,100.9","5,113.6","5,042.9","708.11M","0.27%"
"07/15/2025","5,096.3","5,103.3","5,121.6","5,090.6","811.56M","1.27%"
"07/14/2025","5,032.3","5,035.7","5,046.7","4,988.9","657.04M","-0.25%"
"07/11/2025","5,044.8","5,027.4","5,071.7","5,027.4","664.89M","-0.22%"
"07/10/2025","5,055.8","5,074.3","5,079.4","5,024.6","732.85M","-0.12%"
"07/09/2025","5,062.1","5,038.7","5,078.4","5,024.1","730.12M","0.94%"
"07/08/2025","5,015.2","5,013.5","5,025.4","4,996.7","721.81M","0.39%"
"07/07/2025","4,995.9","5,017.1","5,034.0","4,974.4","686.12M","-0.81%"
"07/03/2025","5,036.6","4,996.4","5,048.8","4,996.4","525.04M","1.29%"
"07/02/2025","4,972.6","4,905.4","4,974.9","4,896.9","815.46M","1.30%"
"07/01/2025","4,908.8","4,951.8","4,961.7","4,883.3","905.71M","-1.13%"
"06/30/2025","4,964.6","4,951.6","4,981.3","4,925.9","957.36M","0.98%"
"06/27/2025","4,916.6","4,922.4","4,950.5","4,890.9","1.16B","0.10%"
"06/26/2025","4,911.5","4,902.8","4,923.0","4,879.4","856.46M","0.68%"
"06/25/2025","4,878.4","4,846.7","4,884.0","4,846.7","868.25M","1.18%"
"06/24/2025","4,821.5","4,790.6","4,830.2","4,786.4","910.62M","1.61%"
"06/23/2025","4,745.0","4,692.1","4,750.3","4,667.9","825.82M","1.00%"
"06/20/2025","4,697.8","4,724.9","4,743.0","4,666.2","1.27B","-0.26%"
"06/18/2025","4,710.2","4,697.8","4,730.1","4,682.4","756.52M","0.36%"
"06/17/2025","4,693.3","4,704.2","4,730.4","4,683.4","785.66M","-0.73%"
"06/16/2025","4,727.6","4,689.4","4,741.3","4,688.0","819.24M","1.52%"
"06/13/2025","4,656.6","4,677.1","4,702.0","4,639.3","800.59M","-1.50%"
"06/12/2025","4,727.4","4,678.5","4,732.3","4,678.5","695.90M","1.01%"
"06/11/2025","4,680.0","4,699.4","4,722.5","4,660.0","826.00M","-0.28%"
"06/10/2025","4,693.2","4,674.7","4,700.5","4,649.3","803.89M","0.46%"
"06/09/2025","4,671.8","4,676.1","4,708.1","4,666.7","796.05M","0.25%"
"06/06/2025","4,660.3","4,666.4","4,685.8","4,647.4","685.89M","0.78%"
"06/05/2025","4,624.3","4,661.7","4,693.7","4,608.0","896.48M","-0.40%"
"06/04/2025","4,642.9","4,642.7","4,660.5","4,625.4","768.47M","0.23%"
"06/03/2025","4,632.3","4,576.9","4,636.4","4,570.2","841.03M","1.48%"
"06/02/2025","4,564.8","4,516.5","4,568.0","4,516.2","718.00M","0.89%"
"05/30/2025","4,524.4","4,538.0","4,542.8","4,452.3","1.31B","-0.43%"
"05/29/2025","4,543.8","4,604.9","4,604.9","4,522.1","929.94M","0.59%"
"05/28/2025","4,517.1","4,543.4","4,556.3","4,512.3","753.20M","-0.34%"
"05/27/2025","4,532.7","4,491.6","4,536.6","4,481.9","786.44M","2.55%"
"05/23/2025","4,420.1","4,391.7","4,451.8","4,391.3","750.46M","-1.33%"
"05/22/2025","4,479.6","4,473.3","4,514.9","4,463.7","723.91M","0.12%"
"05/21/2025","4,474.2","4,515.8","4,580.2","4,452.2","869.89M","-1.78%"
"05/20/2025","4,555.2","4,549.2","4,556.1","4,519.6","610.52M","-0.45%"
"05/19/2025","4,576.0","4,510.5","4,584.6","4,509.9","719.26M","-0.05%"
"05/16/2025","4,578.5","4,577.5","4,579.6","4,535.2","822.47M","0.12%"
"05/15/2025","4,573.0","4,550.8","4,601.2","4,534.7","877.08M","-0.03%"
"05/14/2025","4,574.3","4,553.0","4,583.0","4,542.6","1.09B","0.96%"
"05/13/2025","4,530.7","4,443.9","4,542.2","4,439.6","1.10B","2.25%"
"05/12/2025","4,431.0","4,407.8","4,431.0","4,363.9","981.13M","4.66%"
"05/09/2025","4,233.7","4,253.5","4,262.9","4,206.8","620.64M","0.00%"
"05/08/2025","4,233.9","4,239.4","4,277.0","4,198.6","833.85M","0.85%"
"05/07/2025","4,198.4","4,157.9","4,219.4","4,123.4","856.37M","0.91%"
"05/06/2025","4,160.7","4,125.6","4,191.9","4,121.1","771.18M","-0.63%"
"05/05/2025","4,186.9","4,184.7","4,219.2","4,174.6","693.34M","-0.85%"
"05/02/2025","4,222.9","4,202.6","4,244.7","4,187.3","833.65M","1.17%"
"05/01/2025","4,174.0","4,196.2","4,238.2","4,166.5","893.10M","2.21%"
"04/30/2025","4,083.6","3,977.7","4,093.7","3,958.6","933.06M","0.42%"
"04/29/2025","4,066.7","4,027.0","4,083.2","4,027.0","650.31M","0.46%"
"04/28/2025","4,048.2","4,049.5","4,066.2","3,986.0","779.10M","-0.30%"
"04/25/2025","4,060.2","3,989.7","4,067.8","3,979.9","869.62M","1.62%"
"04/24/2025","3,995.3","3,884.6","3,998.4","3,883.3","938.35M","3.54%"
"04/23/2025","3,858.7","3,884.1","3,929.8","3,841.7","978.42M","2.92%"
"04/22/2025","3,749.3","3,709.5","3,772.8","3,686.9","806.87M","2.45%"
"04/21/2025","3,659.6","3,698.5","3,705.1","3,606.1","857.36M","-2.72%"
"04/17/2025","3,761.9","3,811.4","3,811.4","3,743.2","852.71M","-0.67%"
"04/16/2025","3,787.1","3,826.7","3,858.0","3,718.2","1.12B","-3.94%"
"04/15/2025","3,942.6","3,936.5","3,971.4","3,918.8","786.03M","0.34%"
"04/14/2025","3,929.2","4,027.0","4,033.4","3,892.0","984.37M","0.63%"
"04/11/2025","3,904.6","3,795.7","3,917.2","3,776.0","1.12B","2.56%"
"04/10/2025","3,807.1","3,839.8","3,868.8","3,673.5","1.43B","-4.55%"
"04/09/2025","3,988.7","3,519.4","4,009.3","3,514.7","2.11B","14.15%"
"04/08/2025","3,494.3","3,713.2","3,765.8","3,436.4","1.57B","-2.17%"
"04/07/2025","3,571.7","3,402.0","3,731.3","3,354.9","1.90B","0.32%"
"04/04/2025","3,560.4","3,682.2","3,707.7","3,554.3","1.76B","-6.33%"
"04/03/2025","3,800.8","3,871.8","3,893.1","3,795.8","1.45B","-6.86%"
"04/02/2025","4,080.9","3,999.8","4,114.5","3,996.1","696.63M","0.56%"
"04/01/2025","4,058.1","3,999.1","4,060.7","3,977.7","728.95M","0.95%"
"03/31/2025","4,020.0","3,944.3","4,031.0","3,907.6","1.01B","0.03%"
"03/28/2025","4,018.8","4,096.8","4,116.2","4,007.3","795.97M","-2.43%"
"03/27/2025","4,118.8","4,117.4","4,148.7","4,094.1","763.30M","-0.75%"
"03/26/2025","4,149.9","4,235.2","4,242.2","4,133.8","868.87M","-2.46%"
"03/25/2025","4,254.7","4,235.2","4,260.1","4,231.1","679.20M","0.29%"
"03/24/2025","4,242.5","4,230.2","4,249.3","4,215.4","919.80M","1.71%"
"03/21/2025","4,171.0","4,104.4","4,175.6","4,087.9","1.31B","0.49%"
"03/20/2025","4,150.5","4,131.8","4,197.2","4,122.7","842.91M","-0.49%"
"03/19/2025","4,171.1","4,136.3","4,220.6","4,122.7","933.67M","1.42%"
"03/18/2025","4,112.8","4,154.5","4,157.3","4,102.7","908.95M","-1.65%"
"03/17/2025","4,181.7","4,168.3","4,215.1","4,139.1","922.65M","0.18%"
"03/14/2025","4,174.1","4,103.1","4,178.6","4,102.4","949.63M","3.03%"
"03/13/2025","4,051.2","4,116.8","4,128.8","4,034.2","1.09B","-1.78%"
"03/12/2025","4,124.6","4,126.3","4,162.9","4,073.0","1.09B","1.56%"
"03/11/2025","4,061.2","4,058.4","4,129.6","4,017.1","1.16B","-0.38%"
"03/10/2025","4,076.8","4,179.2","4,179.5","4,032.1","1.21B","-4.34%"
"03/07/2025","4,261.7","4,198.5","4,272.0","4,155.0","1.13B","1.44%"
"03/06/2025","4,201.2","4,227.5","4,296.4","4,180.4","1.04B","-2.65%"
"03/05/2025","4,315.4","4,268.5","4,331.6","4,210.6","963.45M","1.39%"
"03/04/2025","4,256.3","4,209.4","4,332.1","4,174.9","1.27B","0.01%"
"03/03/2025","4,255.8","4,421.2","4,428.5","4,222.9","1.21B","-3.52%"
"02/28/2025","4,411.3","4,308.5","4,414.5","4,277.2","1.29B","1.71%"
"02/27/2025","4,336.9","4,538.6","4,543.9","4,335.3","1.19B","-3.79%"
"02/26/2025","4,507.8","4,504.8","4,553.6","4,470.3","960.00M","0.89%"
"02/25/2025","4,468.1","4,517.9","4,524.7","4,437.1","1.06B","-1.37%"
"02/24/2025","4,530.2","4,612.2","4,632.8","4,528.1","1.07B","-1.43%"
"02/21/2025","4,595.7","4,713.7","4,720.0","4,592.9","1.01B","-2.45%"
"02/20/2025","4,711.1","4,714.5","4,723.2","4,658.5","1.05B","-0.06%"
"02/19/2025","4,713.9","4,703.0","4,730.3","4,671.1","1.17B","0.15%"
"02/18/2025","4,707.0","4,703.9","4,721.1","4,676.7","1.16B","0.55%"
"02/14/2025","4,681.1","4,650.4","4,686.0","4,645.0","976.76M","0.60%"
"02/13/2025","4,653.1","4,587.9","4,654.8","4,582.2","992.11M","1.52%"
"02/12/2025","4,583.2","4,526.3","4,585.8","4,517.2","892.82M","-0.05%"
"02/11/2025","4,585.4","4,550.8","4,607.8","4,550.8","878.54M","0.18%"
"02/10/2025","4,577.0","4,546.6","4,593.5","4,546.6","871.84M","1.45%"
"02/07/2025","4,511.5","4,570.7","4,593.0","4,494.0","871.74M","-1.02%"
"02/06/2025","4,557.9","4,539.0","4,558.9","4,523.5","852.09M","0.66%"
"02/05/2025","4,528.2","4,469.8","4,530.4","4,458.6","934.42M","1.57%"
"02/04/2025","4,458.2","4,406.0","4,467.0","4,399.1","922.29M","1.47%"
"02/03/2025","4,393.5","4,360.0","4,426.4","4,338.8","1.02B","-1.80%"
"01/31/2025","4,474.2","4,561.6","4,581.4","4,458.0","1.09B","-0.79%"
"01/30/2025","4,509.7","4,508.8","4,533.4","4,453.4","1.06B","-0.56%"
"01/29/2025","4,534.9","4,557.3","4,559.6","4,480.0","987.51M","-1.09%"
"01/28/2025","4,585.0","4,466.3","4,589.9","4,419.5","1.29B","3.60%"
"01/27/2025","4,425.9","4,444.3","4,497.7","4,392.4","1.75B","-5.59%"
"01/24/2025","4,687.7","4,756.4","4,756.4","4,668.5","751.54M","-1.09%"
"01/23/2025","4,739.2","4,697.0","4,739.2","4,691.9","641.68M","0.12%"
"01/22/2025","4,733.6","4,682.7","4,742.2","4,674.9","870.63M","2.49%"
"01/21/2025","4,618.5","4,600.8","4,628.2","4,564.2","832.01M","0.38%"
"01/17/2025","4,601.2","4,612.8","4,618.3","4,580.6","861.35M","1.65%"
"01/16/2025","4,526.3","4,625.7","4,625.7","4,525.9","707.27M","-1.30%"
"01/15/2025","4,585.9","4,537.3","4,595.0","4,527.9","688.86M","2.22%"
"01/14/2025","4,486.1","4,525.8","4,537.6","4,451.4","632.75M","-0.10%"
"01/13/2025","4,490.6","4,443.7","4,495.0","4,433.0","712.62M","-0.87%"
"01/10/2025","4,529.8","4,582.0","4,582.0","4,495.8","801.24M","-2.23%"
"01/08/2025","4,633.0","4,644.7","4,654.0","4,587.5","723.76M","0.10%"
"01/07/2025","4,628.6","4,772.4","4,772.4","4,614.9","909.87M","-2.39%"
"01/06/2025","4,742.0","4,736.6","4,792.9","4,726.0","913.58M","1.44%"
"01/03/2025","4,674.8","4,618.9","4,678.9","4,618.9","675.43M","1.62%"
"01/02/2025","4,600.1","4,637.3","4,657.7","4,552.9","649.39M","-0.21%"
"12/31/2024","4,609.5","4,666.5","4,671.3","4,599.1","530.90M","-1.04%"
"12/30/2024","4,658.0","4,641.9","4,697.6","4,622.5","589.92M","-1.09%"
"12/27/2024","4,709.4","4,750.8","4,755.3","4,663.5","586.25M","-1.49%"
"12/26/2024","4,780.8","4,766.1","4,797.3","4,747.6","440.41M","0.08%"
"12/24/2024","4,777.1","4,743.7","4,777.1","4,738.3","406.57M","1.03%"
"12/23/2024","4,728.4","4,685.6","4,730.3","4,664.5","696.36M","1.26%"
"12/20/2024","4,669.5","4,561.6","4,705.6","4,547.2","1.73B","1.53%"
"12/19/2024","4,599.0","4,632.0","4,661.9","4,593.4","917.95M","0.19%"
"12/18/2024","4,590.3","4,748.0","4,766.8","4,581.3","996.34M","-2.99%"
"12/17/2024","4,731.9","4,703.2","4,741.5","4,690.5","867.88M","-0.40%"
"12/16/2024","4,751.1","4,709.8","4,754.1","4,696.8","1.03B","1.01%"
"12/13/2024","4,703.8","4,731.2","4,749.3","4,664.4","871.03M","0.54%"
"12/12/2024","4,678.5","4,669.7","4,700.8","4,661.3","672.07M","-0.47%"
"12/11/2024","4,700.4","4,673.8","4,715.7","4,652.3","793.63M","1.50%"
"12/10/2024","4,631.1","4,681.9","4,703.5","4,617.3","841.95M","-1.26%"
"12/09/2024","4,690.0","4,679.6","4,702.8","4,671.1","893.97M","-0.45%"
"12/06/2024","4,711.3","4,707.7","4,736.6","4,702.9","805.37M","0.14%"
"12/05/2024","4,704.7","4,712.3","4,725.6","4,694.0","820.00M","-0.18%"
"12/04/2024","4,713.3","4,678.4","4,714.8","4,669.4","874.17M","1.77%"
"12/03/2024","4,631.4","4,590.2","4,632.9","4,581.2","903.84M","0.56%"
"12/02/2024","4,605.5","4,560.5","4,622.0","4,560.5","974.76M","1.03%"
"11/29/2024","4,558.7","4,519.6","4,568.7","4,514.7","478.92M","1.00%"
"11/27/2024","4,513.5","4,536.8","4,536.8","4,473.1","747.81M","-1.19%"
"11/26/2024","4,567.7","4,558.5","4,576.3","4,545.9","731.91M","0.80%"
"11/25/2024","4,531.4","4,571.3","4,578.4","4,508.5","1.21B","-0.35%"
"11/22/2024","4,547.3","4,547.9","4,566.5","4,523.1","784.04M","-0.22%"
"11/21/2024","4,557.3","4,577.6","4,605.4","4,478.4","979.88M","0.56%"
"11/20/2024","4,531.9","4,542.3","4,543.2","4,469.5","796.86M","-0.23%"
"11/19/2024","4,542.3","4,470.7","4,543.7","4,470.7","883.94M","1.22%"
"11/18/2024","4,487.4","4,463.5","4,507.2","4,449.8","933.21M","0.21%"
"11/15/2024","4,478.0","4,537.7","4,542.1","4,456.5","932.60M","-2.49%"
"11/14/2024","4,592.3","4,603.1","4,614.7","4,579.9","754.77M","0.05%"
"11/13/2024","4,590.1","4,599.2","4,625.6","4,572.2","759.06M","-0.31%"
"11/12/2024","4,604.4","4,588.9","4,610.6","4,568.9","693.70M","0.45%"
"11/11/2024","4,583.7","4,622.9","4,625.5","4,556.4","770.48M","-0.89%"
"11/08/2024","4,624.9","4,635.6","4,651.9","4,613.9","719.89M","-0.34%"
"11/07/2024","4,640.8","4,584.9","4,643.8","4,584.9","855.25M","1.83%"
"11/06/2024","4,557.2","4,504.5","4,569.0","4,501.8","1.04B","2.52%"
"11/05/2024","4,445.0","4,398.3","4,452.2","4,398.3","774.06M","1.46%"
"11/04/2024","4,381.1","4,391.1","4,415.6","4,363.7","711.84M","-0.12%"
"11/01/2024","4,386.2","4,354.6","4,420.3","4,354.6","847.38M","0.61%"
"10/31/2024","4,359.5","4,452.1","4,452.1","4,356.3","1.00B","-3.57%"
"10/30/2024","4,520.9","4,554.8","4,561.0","4,518.8","897.24M","-1.34%"
"10/29/2024","4,582.2","4,539.1","4,597.4","4,518.0","623.17M","1.12%"
"10/28/2024","4,531.6","4,565.4","4,565.4","4,530.1","563.92M","-0.07%"
"10/25/2024","4,534.9","4,528.0","4,584.2","4,526.9","650.60M","0.59%"
"10/24/2024","4,508.4","4,514.6","4,516.5","4,477.3","562.67M","0.21%"
"10/23/2024","4,498.8","4,558.7","4,560.9","4,457.9","738.85M","-1.68%"
"10/22/2024","4,575.8","4,542.2","4,590.2","4,528.1","637.56M","0.15%"
"10/21/2024","4,568.9","4,515.1","4,569.3","4,515.1","637.59M","0.93%"
"10/18/2024","4,526.7","4,535.7","4,538.8","4,515.7","562.68M","0.48%"
"10/17/2024","4,505.1","4,553.5","4,553.5","4,504.5","740.19M","0.42%"
"10/16/2024","4,486.3","4,473.6","4,492.5","4,428.2","738.34M","0.36%"
"10/15/2024","4,470.2","4,565.2","4,574.6","4,449.2","958.34M","-1.79%"
"10/14/2024","4,551.6","4,521.5","4,567.5","4,521.5","613.43M","1.36%"
"10/11/2024","4,490.4","4,478.6","4,502.9","4,468.5","586.72M","-0.03%"
"10/10/2024","4,491.9","4,454.6","4,502.1","4,448.1","706.45M","0.08%"
"10/09/2024","4,488.1","4,448.7","4,492.6","4,429.5","723.95M","1.01%"
"10/08/2024","4,443.1","4,386.7","4,449.0","4,375.7","791.00M","2.12%"
"10/07/2024","4,350.9","4,364.2","4,400.0","4,344.7","819.78M","-0.68%"
"10/04/2024","4,380.8","4,390.1","4,391.1","4,331.3","669.16M","0.99%"
"10/03/2024","4,337.8","4,312.3","4,369.0","4,304.3","662.85M","0.60%"
"10/02/2024","4,311.8","4,281.3","4,329.2","4,255.1","592.14M","0.59%"
"10/01/2024","4,286.7","4,382.2","4,384.0","4,259.7","813.58M","-2.66%"
"09/30/2024","4,403.7","4,358.7","4,404.8","4,348.4","665.37M","0.58%"
"09/27/2024","4,378.5","4,426.9","4,426.9","4,361.0","707.25M","-0.96%"
"09/26/2024","4,420.8","4,455.9","4,456.3","4,380.1","889.11M","0.89%"
"09/25/2024","4,382.0","4,353.1","4,398.0","4,352.2","778.99M","0.50%"
"09/24/2024","4,360.4","4,342.0","4,370.5","4,293.6","856.27M","0.79%"
"09/23/2024","4,326.1","4,329.6","4,339.0","4,312.5","770.76M","-0.08%"
"09/20/2024","4,329.4","4,340.3","4,361.0","4,305.9","1.61B","-0.50%"
"09/19/2024","4,351.3","4,333.3","4,377.4","4,323.0","797.08M","3.08%"
"09/18/2024","4,221.2","4,253.3","4,295.0","4,218.6","744.02M","-0.51%"
"09/17/2024","4,242.8","4,284.1","4,287.5","4,218.7","735.72M","-0.09%"
"09/16/2024","4,246.7","4,237.2","4,263.1","4,206.5","710.47M","-0.95%"
"09/13/2024","4,287.6","4,272.0","4,298.8","4,256.3","585.65M","0.42%"
"09/12/2024","4,269.8","4,231.8","4,287.1","4,201.0","773.84M","0.82%"
"09/11/2024","4,234.9","4,119.1","4,241.8","4,056.8","935.36M","3.25%"
"09/10/2024","4,101.7","4,068.8","4,104.7","4,034.7","713.74M","1.23%"
"09/09/2024","4,051.7","4,035.8","4,053.2","3,992.5","690.71M","1.42%"
"09/06/2024","3,994.9","4,094.9","4,100.4","3,978.1","906.24M","-2.40%"
"09/05/2024","4,093.2","4,071.8","4,147.1","4,070.8","654.96M","0.05%"
"09/04/2024","4,091.3","4,062.4","4,130.0","4,047.8","765.23M","-0.41%"
"09/03/2024","4,108.1","4,257.6","4,258.1","4,083.6","984.20M","-4.43%"
"08/30/2024","4,298.5","4,294.1","4,314.5","4,247.6","877.00M","1.06%"
"08/29/2024","4,253.3","4,287.5","4,350.0","4,246.3","849.72M","-0.74%"
"08/28/2024","4,285.2","4,336.7","4,347.5","4,252.8","766.77M","-1.30%"
"08/27/2024","4,341.5","4,287.5","4,350.3","4,266.5","603.27M","0.63%"
"08/26/2024","4,314.2","4,357.6","4,373.3","4,283.8","662.12M","-1.12%"
"08/23/2024","4,363.0","4,333.3","4,381.7","4,306.7","680.95M","1.66%"
"08/22/2024","4,291.7","4,410.4","4,420.3","4,282.7","759.14M","-2.13%"
"08/21/2024","4,385.3","4,364.0","4,402.9","4,351.5","588.32M","0.46%"
"08/20/2024","4,365.1","4,365.7","4,394.2","4,340.5","688.39M","-0.32%"
"08/19/2024","4,379.1","4,311.5","4,379.1","4,283.2","687.75M","1.44%"
"08/16/2024","4,316.8","4,284.6","4,325.0","4,274.2","642.04M","0.26%"
"08/15/2024","4,305.7","4,244.2","4,308.0","4,235.0","777.42M","2.54%"
"08/14/2024","4,199.1","4,196.5","4,218.6","4,144.7","687.24M","0.61%"
"08/13/2024","4,173.7","4,102.0","4,175.0","4,101.6","710.69M","3.00%"
"08/12/2024","4,052.3","4,028.8","4,085.7","4,017.2","665.22M","0.92%"
"08/09/2024","4,015.2","3,987.8","4,036.3","3,966.4","657.76M","0.64%"
"08/08/2024","3,989.6","3,925.2","4,001.9","3,867.4","850.39M","3.31%"
"08/07/2024","3,861.9","3,986.5","4,022.5","3,856.4","932.08M","-1.36%"
"08/06/2024","3,915.2","3,902.3","3,987.3","3,852.0","937.23M","1.11%"
"08/05/2024","3,872.2","3,717.1","3,944.8","3,709.3","1.28B","-3.78%"
"08/02/2024","4,024.5","4,020.4","4,064.4","3,964.4","1.33B","-1.99%"
"08/01/2024","4,106.3","4,251.4","4,292.7","4,065.0","1.14B","-3.36%"
"07/31/2024","4,249.1","4,209.1","4,266.4","4,179.5","1.06B","3.95%"
"07/30/2024","4,087.5","4,192.9","4,199.4","4,052.1","967.67M","-2.20%"
"07/29/2024","4,179.4","4,217.2","4,242.6","4,163.5","583.72M","-0.33%"
"07/26/2024","4,193.4","4,196.7","4,227.1","4,160.2","670.59M","1.09%"
"07/25/2024","4,148.1","4,194.6","4,246.7","4,086.9","977.21M","-1.14%"
"07/24/2024","4,196.1","4,321.7","4,334.3","4,187.0","846.08M","-4.14%"
"07/23/2024","4,377.3","4,373.2","4,414.6","4,366.3","513.67M","-0.13%"
"07/22/2024","4,382.8","4,356.8","4,393.7","4,331.1","686.09M","1.96%"
"07/19/2024","4,298.4","4,337.2","4,365.9","4,289.4","670.41M","-1.27%"
"07/18/2024","4,353.8","4,411.5","4,411.5","4,296.3","827.37M","-0.23%"
"07/17/2024","4,363.6","4,420.6","4,432.1","4,355.6","974.13M","-3.72%"
"07/16/2024","4,532.2","4,556.4","4,563.7","4,499.4","542.45M","-0.38%"
"07/15/2024","4,549.6","4,571.4","4,593.7","4,523.0","580.15M","0.41%"
"07/12/2024","4,531.2","4,503.2","4,578.2","4,493.8","630.41M","0.92%"
"07/11/2024","4,489.8","4,614.4","4,614.4","4,476.5","784.38M","-2.74%"
"07/10/2024","4,616.3","4,572.9","4,617.7","4,555.3","665.79M","1.63%"
"07/09/2024","4,542.5","4,560.7","4,578.7","4,517.9","691.74M","0.04%"
"07/08/2024","4,540.8","4,521.2","4,543.9","4,509.5","658.33M","0.72%"
"07/05/2024","4,508.1","4,485.2","4,523.1","4,476.8","571.13M","0.49%"
"07/03/2024","4,486.3","4,413.4","4,486.3","4,410.9","435.22M","1.48%"
"07/02/2024","4,421.0","4,362.5","4,421.7","4,360.9","554.49M","0.54%"
"07/01/2024","4,397.5","4,351.6","4,401.8","4,298.8","628.43M","1.30%"
"06/28/2024","4,341.1","4,376.9","4,429.2","4,338.8","904.40M","-0.43%"
"06/27/2024","4,359.8","4,355.0","4,385.9","4,343.4","644.81M","-0.06%"
"06/26/2024","4,362.6","4,349.7","4,375.0","4,329.6","744.97M","0.37%"
"06/25/2024","4,346.5","4,300.3","4,352.0","4,286.6","782.95M","1.79%"
"06/24/2024","4,269.9","4,327.1","4,348.1","4,269.9","894.78M","-2.07%"
"06/21/2024","4,360.2","4,371.5","4,411.6","4,341.5","1.63B","-0.84%"
"06/20/2024","4,397.1","4,507.4","4,507.4","4,378.9","1.09B","-1.60%"
"06/18/2024","4,468.4","4,451.6","4,478.0","4,438.2","771.53M","0.61%"
"06/17/2024","4,441.3","4,409.1","4,465.1","4,383.7","723.60M","1.18%"
"06/14/2024","4,389.3","4,364.1","4,395.1","4,350.0","651.80M","0.51%"
"06/13/2024","4,367.0","4,371.5","4,380.9","4,331.9","681.63M","1.36%"
"06/12/2024","4,308.3","4,249.0","4,352.0","4,243.5","879.16M","2.46%"
"06/11/2024","4,204.8","4,130.5","4,204.8","4,127.1","672.72M","1.66%"
"06/10/2024","4,136.3","4,113.9","4,151.4","4,097.6","715.68M","0.29%"
"06/07/2024","4,124.4","4,107.4","4,142.1","4,092.9","359.87M","0.20%"
"06/06/2024","4,116.2","4,146.4","4,157.7","4,097.9","404.14M","-0.47%"
"06/05/2024","4,135.6","4,065.1","4,135.6","4,058.9","532.15M","2.68%"
"06/04/2024","4,027.8","4,013.4","4,032.4","3,988.1","409.77M","0.41%"
"06/03/2024","4,011.2","4,020.5","4,022.5","3,959.8","437.00M","0.98%"
"05/31/2024","3,972.2","3,990.9","3,994.4","3,887.7","771.56M","0.00%"
"05/30/2024","3,972.3","4,040.3","4,045.5","3,960.6","537.13M","-2.45%"
"05/29/2024","4,072.1","4,050.1","4,089.6","4,045.8","417.93M","-0.36%"
"05/28/2024","4,086.7","4,071.6","4,097.6","4,051.2","445.88M","1.38%"
"05/24/2024","4,031.1","3,997.0","4,034.2","3,979.9","372.12M","1.13%"
"05/23/2024","3,986.1","4,040.0","4,043.6","3,967.3","530.45M","0.56%"
"05/22/2024","3,963.8","3,973.6","3,979.6","3,935.7","394.97M","0.07%"
"05/21/2024","3,961.0","3,932.2","3,966.0","3,924.9","367.96M","0.31%"
