"Date","Price","Open","High","Low","Vol.","Change %"
"05/20/2024","3,948.8","3,905.5","3,957.6","3,904.0","353.44M","1.32%"
"05/17/2024","3,897.2","3,922.6","3,926.6","3,876.6","373.56M","-0.48%"
"05/16/2024","3,915.9","3,934.6","3,947.2","3,914.5","442.52M","-0.34%"
"05/15/2024","3,929.2","3,866.1","3,931.3","3,861.2","440.26M","2.29%"
"05/14/2024","3,841.1","3,800.5","3,846.1","3,795.3","364.90M","0.93%"
"05/13/2024","3,805.5","3,814.8","3,819.4","3,785.6","352.62M","0.48%"
"05/10/2024","3,787.4","3,791.4","3,812.7","3,772.8","335.72M","0.48%"
"05/09/2024","3,769.4","3,774.6","3,777.3","3,750.9","335.66M","-0.25%"
"05/08/2024","3,779.0","3,753.0","3,785.9","3,752.1","338.31M","0.23%"
"05/07/2024","3,770.2","3,792.6","3,799.1","3,767.9","396.47M","-0.53%"
"05/06/2024","3,790.2","3,748.6","3,790.2","3,744.4","399.78M","1.48%"
"05/03/2024","3,734.8","3,723.0","3,749.8","3,714.4","510.77M","3.01%"
"05/02/2024","3,625.7","3,616.9","3,632.2","3,569.6","467.01M","1.64%"
"05/01/2024","3,567.1","3,590.4","3,647.7","3,557.8","508.14M","-1.26%"
"04/30/2024","3,612.6","3,682.0","3,700.4","3,612.2","470.47M","-2.16%"
"04/29/2024","3,692.5","3,696.3","3,700.0","3,668.0","403.51M","0.36%"
"04/26/2024","3,679.4","3,650.2","3,702.7","3,635.9","502.50M","1.85%"
"04/25/2024","3,612.4","3,555.8","3,622.3","3,542.9","461.87M","0.15%"
"04/24/2024","3,606.9","3,640.7","3,648.2","3,592.7","450.38M","0.03%"
"04/23/2024","3,605.8","3,567.2","3,611.2","3,559.9","396.46M","1.71%"
"04/22/2024","3,545.1","3,533.1","3,566.0","3,496.8","413.15M","1.28%"
"04/19/2024","3,500.4","3,589.9","3,605.5","3,489.7","569.00M","-3.08%"
"04/18/2024","3,611.7","3,648.8","3,660.5","3,607.0","404.50M","-0.89%"
"04/17/2024","3,644.3","3,723.9","3,733.1","3,643.8","424.03M","-1.71%"
"04/16/2024","3,707.7","3,703.3","3,731.4","3,694.0","383.19M","0.23%"
"04/15/2024","3,699.3","3,799.2","3,809.2","3,695.7","449.02M","-1.99%"
"04/12/2024","3,774.4","3,794.2","3,811.4","3,761.6","505.04M","-1.64%"
"04/11/2024","3,837.4","3,767.3","3,842.2","3,750.3","415.59M","2.36%"
"04/10/2024","3,748.8","3,733.1","3,759.5","3,728.8","408.73M","-0.74%"
"04/09/2024","3,776.8","3,789.9","3,794.0","3,724.4","406.91M","0.16%"
"04/08/2024","3,770.9","3,788.4","3,793.8","3,760.6","358.72M","-0.32%"
"04/05/2024","3,782.9","3,750.1","3,800.2","3,738.9","422.81M","1.38%"
"04/04/2024","3,731.3","3,837.2","3,849.0","3,731.1","492.57M","-1.72%"
"04/03/2024","3,796.7","3,772.5","3,822.3","3,771.4","454.11M","0.11%"
"04/02/2024","3,792.7","3,781.1","3,798.2","3,756.6","389.71M","-0.97%"
"04/01/2024","3,829.7","3,826.1","3,855.2","3,810.9","395.87M","0.23%"
"03/28/2024","3,821.1","3,815.2","3,831.1","3,805.6","435.04M","-0.11%"
"03/27/2024","3,825.3","3,844.5","3,846.1","3,797.8","426.36M","0.12%"
"03/26/2024","3,820.6","3,865.0","3,870.6","3,820.5","441.54M","-0.76%"
"03/25/2024","3,849.9","3,834.1","3,871.3","3,824.6","460.63M","-0.52%"
"03/22/2024","3,869.9","3,850.6","3,884.7","3,841.4","415.65M","0.45%"
"03/21/2024","3,852.5","3,891.6","3,891.6","3,845.8","613.46M","0.14%"
"03/20/2024","3,847.3","3,808.3","3,847.3","3,788.7","482.12M","1.15%"
"03/19/2024","3,803.4","3,752.9","3,809.0","3,730.4","464.06M","0.64%"
"03/18/2024","3,779.3","3,803.3","3,836.6","3,774.1","474.26M","0.51%"
"03/15/2024","3,760.3","3,763.8","3,782.3","3,745.0","857.05M","-1.29%"
"03/14/2024","3,809.5","3,825.8","3,843.6","3,786.9","491.40M","-0.11%"
"03/13/2024","3,813.9","3,843.1","3,843.1","3,792.6","453.81M","-1.08%"
"03/12/2024","3,855.5","3,803.1","3,856.1","3,762.1","501.40M","2.54%"
"03/11/2024","3,760.0","3,755.0","3,779.4","3,733.3","451.11M","-0.38%"
"03/08/2024","3,774.2","3,858.6","3,896.4","3,770.7","604.93M","-1.84%"
"03/07/2024","3,845.0","3,810.1","3,852.9","3,790.2","511.91M","1.89%"
"03/06/2024","3,773.6","3,782.3","3,802.6","3,746.8","553.95M","0.91%"
"03/05/2024","3,739.6","3,783.7","3,790.5","3,714.4","537.49M","-2.19%"
"03/04/2024","3,823.1","3,812.5","3,851.7","3,806.3","552.32M","0.21%"
"03/01/2024","3,815.3","3,757.0","3,819.0","3,757.0","550.36M","1.78%"
"02/29/2024","3,748.6","3,727.7","3,756.6","3,704.4","667.97M","1.17%"
"02/28/2024","3,705.1","3,709.0","3,718.1","3,691.8","328.48M","-0.55%"
"02/27/2024","3,725.6","3,730.3","3,732.6","3,698.8","352.12M","0.06%"
"02/26/2024","3,723.2","3,739.0","3,751.3","3,718.8","383.81M","0.03%"
"02/23/2024","3,722.0","3,763.4","3,776.6","3,708.5","406.04M","-0.27%"
"02/22/2024","3,732.0","3,700.5","3,736.7","3,685.5","562.98M","4.35%"
"02/21/2024","3,576.4","3,563.9","3,576.8","3,539.6","452.88M","-0.76%"
"02/20/2024","3,604.0","3,627.9","3,638.9","3,565.9","481.68M","-1.27%"
"02/16/2024","3,650.2","3,694.4","3,702.3","3,645.3","398.15M","-0.79%"
"02/15/2024","3,679.3","3,699.1","3,699.1","3,661.3","427.55M","-0.44%"
"02/14/2024","3,695.4","3,682.8","3,696.8","3,653.3","420.37M","1.10%"
"02/13/2024","3,655.4","3,634.9","3,684.4","3,624.7","475.14M","-1.56%"
"02/12/2024","3,713.3","3,743.4","3,759.8","3,706.7","419.20M","-0.77%"
"02/09/2024","3,742.2","3,704.3","3,744.2","3,699.2","403.44M","1.50%"
"02/08/2024","3,686.9","3,685.9","3,699.0","3,680.3","357.89M","0.14%"
"02/07/2024","3,681.6","3,653.2","3,681.9","3,640.8","432.16M","1.43%"
"02/06/2024","3,629.6","3,652.0","3,656.3","3,601.0","430.61M","-0.48%"
"02/05/2024","3,647.1","3,649.6","3,655.7","3,608.1","468.97M","0.58%"
"02/02/2024","3,625.9","3,557.1","3,637.1","3,555.5","519.23M","1.32%"
"02/01/2024","3,578.8","3,546.8","3,583.3","3,543.7","460.55M","1.38%"
"01/31/2024","3,529.9","3,569.6","3,587.0","3,529.9","585.07M","-2.11%"
"01/30/2024","3,606.2","3,633.8","3,641.0","3,593.9","480.99M","-0.74%"
"01/29/2024","3,633.1","3,602.0","3,634.2","3,597.2","426.52M","0.97%"
"01/26/2024","3,598.3","3,612.5","3,630.7","3,589.9","530.69M","-1.05%"
"01/25/2024","3,636.5","3,658.2","3,673.8","3,618.8","580.62M","0.38%"
"01/24/2024","3,622.8","3,620.1","3,662.1","3,609.6","542.91M","0.77%"
"01/23/2024","3,595.1","3,580.4","3,596.9","3,560.3","393.21M","0.45%"
"01/22/2024","3,579.0","3,586.1","3,600.5","3,566.2","505.61M","0.39%"
"01/19/2024","3,565.2","3,507.9","3,565.2","3,498.2","602.38M","2.35%"
"01/18/2024","3,483.5","3,460.5","3,486.0","3,445.6","538.83M","2.03%"
"01/17/2024","3,414.1","3,407.4","3,417.1","3,374.4","433.88M","-0.50%"
"01/16/2024","3,431.2","3,414.8","3,444.6","3,398.3","502.98M","0.39%"
"01/12/2024","3,417.9","3,413.1","3,424.0","3,400.4","340.13M","0.35%"
"01/11/2024","3,406.1","3,409.9","3,426.3","3,359.0","417.43M","0.44%"
"01/10/2024","3,391.2","3,362.5","3,396.8","3,355.8","434.19M","1.00%"
"01/09/2024","3,357.5","3,325.3","3,367.3","3,315.8","457.81M","0.25%"
"01/08/2024","3,349.0","3,277.0","3,349.7","3,274.4","444.20M","2.75%"
"01/05/2024","3,259.5","3,260.9","3,287.2","3,246.2","393.17M","0.15%"
"01/04/2024","3,254.6","3,257.7","3,281.2","3,252.5","417.58M","-0.64%"
"01/03/2024","3,275.7","3,278.7","3,298.7","3,271.6","401.32M","-1.02%"
"01/02/2024","3,309.5","3,349.1","3,356.9","3,287.6","453.24M","-2.58%"
"12/29/2023","3,397.2","3,412.1","3,417.2","3,379.0","306.61M","-0.28%"
"12/28/2023","3,406.6","3,415.5","3,418.5","3,404.9","267.13M","0.12%"
"12/27/2023","3,402.4","3,402.2","3,408.0","3,386.4","296.85M","0.02%"
"12/26/2023","3,401.6","3,394.3","3,409.1","3,393.0","277.27M","0.40%"
"12/22/2023","3,388.1","3,395.1","3,400.0","3,372.6","279.94M","0.04%"
"12/21/2023","3,386.8","3,383.5","3,395.8","3,358.1","372.03M","1.08%"
"12/20/2023","3,350.8","3,398.6","3,412.8","3,350.8","404.44M","-1.54%"
"12/19/2023","3,403.3","3,390.7","3,403.4","3,385.4","387.12M","0.24%"
"12/18/2023","3,395.1","3,380.2","3,402.3","3,367.3","405.25M","0.27%"
"12/15/2023","3,386.1","3,364.4","3,399.4","3,364.0","900.87M","0.70%"
"12/14/2023","3,362.4","3,374.1","3,387.8","3,336.3","618.64M","-0.34%"
"12/13/2023","3,373.8","3,350.9","3,381.4","3,345.4","478.89M","0.89%"
"12/12/2023","3,344.1","3,305.6","3,344.1","3,302.7","498.63M","0.83%"
"12/11/2023","3,316.6","3,285.9","3,318.0","3,281.4","527.86M","0.42%"
"12/08/2023","3,302.7","3,266.3","3,304.8","3,265.3","417.38M","0.90%"
"12/07/2023","3,273.2","3,246.8","3,276.5","3,242.0","444.65M","1.28%"
"12/06/2023","3,231.8","3,287.4","3,287.4","3,229.5","355.99M","-0.93%"
"12/05/2023","3,262.1","3,224.1","3,266.1","3,223.1","366.93M","0.82%"
"12/04/2023","3,235.7","3,243.2","3,243.8","3,200.2","392.44M","-1.31%"
"12/01/2023","3,278.6","3,266.8","3,285.9","3,248.1","388.62M","0.17%"
"11/30/2023","3,273.1","3,284.7","3,290.2","3,247.0","581.16M","-0.08%"
"11/29/2023","3,275.7","3,300.5","3,311.0","3,273.1","395.43M","0.01%"
"11/28/2023","3,275.4","3,261.6","3,284.3","3,259.7","333.31M","0.19%"
"11/27/2023","3,269.1","3,264.5","3,287.8","3,258.3","331.31M","0.04%"
"11/24/2023","3,267.7","3,271.9","3,275.6","3,256.6","165.93M","-0.32%"
"11/22/2023","3,278.1","3,289.6","3,309.6","3,266.2","397.45M","0.28%"
"11/21/2023","3,269.0","3,282.6","3,287.2","3,256.6","379.90M","-0.83%"
"11/20/2023","3,296.5","3,252.1","3,304.7","3,252.1","407.06M","1.50%"
"11/17/2023","3,247.7","3,247.6","3,260.7","3,234.1","407.82M","-0.28%"
"11/16/2023","3,256.9","3,233.1","3,258.8","3,226.9","518.14M","0.68%"
"11/15/2023","3,235.0","3,248.3","3,253.1","3,222.2","434.36M","-0.08%"
"11/14/2023","3,237.5","3,225.6","3,245.6","3,215.1","442.65M","1.92%"
"11/13/2023","3,176.6","3,180.5","3,185.6","3,163.4","330.25M","-0.54%"
"11/10/2023","3,193.8","3,134.0","3,195.1","3,128.3","432.12M","2.59%"
"11/09/2023","3,113.0","3,132.9","3,156.8","3,108.8","435.22M","-0.40%"
"11/08/2023","3,125.6","3,115.1","3,130.0","3,104.5","360.72M","0.64%"
"11/07/2023","3,105.8","3,082.2","3,115.7","3,075.6","394.88M","1.08%"
"11/06/2023","3,072.5","3,052.8","3,073.6","3,045.8","380.67M","0.78%"
"11/03/2023","3,048.7","3,011.1","3,060.2","3,004.0","475.18M","1.12%"
"11/02/2023","3,014.8","2,995.1","3,018.1","2,987.7","476.06M","1.71%"
"11/01/2023","2,963.9","2,911.1","2,967.2","2,911.1","542.67M","2.08%"
"10/31/2023","2,903.5","2,885.3","2,905.6","2,858.9","440.14M","0.56%"
"10/30/2023","2,887.4","2,872.6","2,899.9","2,862.9","417.94M","1.19%"
"10/27/2023","2,853.5","2,859.6","2,883.1","2,841.4","452.01M","0.58%"
"10/26/2023","2,837.1","2,899.8","2,915.4","2,824.8","491.19M","-2.17%"
"10/25/2023","2,900.0","2,934.8","2,954.1","2,892.0","443.68M","-1.19%"
"10/24/2023","2,934.8","2,914.2","2,938.9","2,901.8","382.90M","0.71%"
"10/23/2023","2,914.2","2,902.0","2,939.9","2,869.8","397.26M","0.42%"
"10/20/2023","2,902.0","2,951.8","2,952.7","2,898.3","481.14M","-1.69%"
"10/19/2023","2,951.8","2,964.7","3,000.5","2,946.6","402.54M","-0.44%"
"10/18/2023","2,964.7","3,001.6","3,001.6","2,952.1","368.40M","-1.23%"
"10/17/2023","3,001.6","3,025.0","3,025.0","2,953.3","395.63M","-0.77%"
"10/16/2023","3,025.0","2,995.8","3,037.4","2,995.8","339.55M","0.98%"
"10/13/2023","2,995.8","3,042.1","3,053.8","2,986.8","364.26M","-1.52%"
"10/12/2023","3,042.1","3,038.9","3,072.4","3,018.6","374.08M","0.10%"
"10/11/2023","3,038.9","3,008.6","3,040.1","3,008.6","325.94M","1.01%"
"10/10/2023","3,008.6","3,004.0","3,032.6","2,997.7","334.59M","0.15%"
"10/09/2023","3,004.0","2,991.1","3,008.9","2,955.6","283.23M","0.43%"
"10/06/2023","2,991.1","2,934.1","3,002.4","2,906.3","390.96M","1.94%"
"10/05/2023","2,934.1","2,926.8","2,939.3","2,898.7","334.35M","0.25%"
"10/04/2023","2,926.8","2,890.6","2,933.8","2,890.6","360.02M","1.25%"
"10/03/2023","2,890.6","2,944.2","2,946.1","2,875.9","379.16M","-1.82%"
"10/02/2023","2,944.2","2,905.6","2,951.9","2,905.6","384.13M","1.33%"
"09/29/2023","2,905.6","2,894.2","2,939.8","2,894.2","373.55M","0.39%"
"09/28/2023","2,894.2","2,874.5","2,913.0","2,847.5","426.25M","0.69%"
"09/27/2023","2,874.5","2,869.6","2,889.3","2,844.7","395.10M","0.17%"
"09/26/2023","2,869.6","2,921.6","2,921.6","2,859.6","380.52M","-1.78%"
"09/25/2023","2,921.6","2,908.0","2,925.6","2,893.8","315.23M","0.47%"
"09/22/2023","2,908.0","2,900.5","2,936.2","2,900.5","364.11M","0.26%"
"09/21/2023","2,900.5","2,945.2","2,945.2","2,900.0","450.00M","-1.52%"
"09/20/2023","2,945.2","2,998.4","3,008.8","2,944.9","386.69M","-1.77%"
"09/19/2023","2,998.4","3,000.7","3,006.2","2,970.8","350.06M","-0.08%"
"09/18/2023","3,000.7","2,986.6","3,010.4","2,972.8","364.88M","0.47%"
"09/15/2023","2,986.6","3,045.8","3,045.8","2,978.7","683.25M","-1.95%"
"09/14/2023","3,045.8","3,024.6","3,052.9","3,024.1","376.91M","0.70%"
"09/13/2023","3,024.6","3,015.2","3,040.9","3,005.9","402.31M","0.31%"
"09/12/2023","3,015.2","3,068.8","3,068.8","3,010.2","461.08M","-1.75%"
"09/11/2023","3,068.8","3,054.9","3,084.3","3,040.8","382.05M","0.45%"
"09/08/2023","3,054.9","3,048.6","3,076.1","3,047.3","380.73M","0.21%"
"09/07/2023","3,048.6","3,097.3","3,097.3","3,022.0","498.43M","-1.57%"
"09/06/2023","3,097.3","3,140.4","3,140.4","3,079.7","383.53M","-1.37%"
"09/05/2023","3,140.4","3,128.2","3,149.7","3,110.4","366.87M","0.39%"
"09/01/2023","3,128.2","3,121.2","3,146.6","3,114.2","361.63M","0.23%"
"08/31/2023","3,121.2","3,109.7","3,134.8","3,109.7","478.57M","0.37%"
"08/30/2023","3,109.7","3,084.0","3,115.3","3,077.0","401.24M","0.83%"
"08/29/2023","3,084.0","3,020.2","3,088.2","3,008.6","384.77M","2.11%"
"08/28/2023","3,020.2","2,995.8","3,024.2","2,991.0","332.47M","0.81%"
"08/25/2023","2,995.8","2,971.4","3,016.2","2,950.5","416.25M","0.82%"
"08/24/2023","2,971.4","3,036.8","3,080.0","2,969.8","522.19M","-2.15%"
"08/23/2023","3,036.8","2,979.6","3,045.0","2,979.6","397.35M","1.92%"
"08/22/2023","2,979.6","2,986.8","3,016.6","2,972.5","347.56M","-0.24%"
"08/21/2023","2,986.8","2,920.7","2,991.3","2,920.7","403.05M","2.26%"
"08/18/2023","2,920.7","2,917.5","2,932.6","2,880.4","415.33M","0.11%"
"08/17/2023","2,917.5","2,945.9","2,963.8","2,911.6","423.60M","-0.96%"
"08/16/2023","2,945.9","2,972.2","2,984.2","2,945.4","374.00M","-0.88%"
"08/15/2023","2,972.2","2,999.6","3,007.4","2,966.9","371.40M","-0.91%"
"08/14/2023","2,999.6","2,945.0","2,999.7","2,934.4","403.35M","1.85%"
"08/11/2023","2,945.0","2,971.2","2,971.2","2,934.6","365.13M","-0.88%"
"08/10/2023","2,971.2","2,970.9","3,020.6","2,957.2","384.10M","0.01%"
"08/09/2023","2,970.9","3,016.5","3,019.8","2,960.2","406.37M","-1.51%"
"08/08/2023","3,016.5","3,040.1","3,040.1","2,987.1","409.16M","-0.78%"
"08/07/2023","3,040.1","3,032.0","3,056.1","3,016.6","407.22M","0.27%"
"08/04/2023","3,032.0","3,078.0","3,084.2","3,028.9","515.77M","-1.49%"
"08/03/2023","3,078.0","3,087.8","3,096.5","3,063.1","448.07M","-0.32%"
"08/02/2023","3,087.8","3,169.9","3,169.9","3,075.1","559.65M","-2.59%"
"08/01/2023","3,169.9","3,167.1","3,177.3","3,147.3","368.18M","0.09%"
"07/31/2023","3,167.1","3,163.1","3,172.5","3,150.1","385.99M","0.13%"
"07/28/2023","3,163.1","3,117.0","3,172.5","3,117.0","493.06M","1.48%"
"07/27/2023","3,117.0","3,127.6","3,180.2","3,104.5","485.32M","-0.34%"
"07/26/2023","3,127.6","3,168.7","3,168.7","3,105.1","407.09M","-1.30%"
"07/25/2023","3,168.7","3,131.5","3,180.2","3,131.5","351.00M","1.19%"
"07/24/2023","3,131.5","3,123.4","3,146.9","3,118.8","334.91M","0.26%"
"07/21/2023","3,123.4","3,133.2","3,166.3","3,120.4","716.76M","-0.31%"
"07/20/2023","3,133.2","3,198.5","3,198.5","3,123.1","468.15M","-2.04%"
"07/19/2023","3,198.5","3,207.3","3,230.6","3,185.5","430.77M","-0.27%"
"07/18/2023","3,207.3","3,167.4","3,224.1","3,142.8","427.88M","1.26%"
"07/17/2023","3,167.4","3,125.8","3,174.6","3,125.8","387.48M","1.33%"
"07/14/2023","3,125.8","3,130.5","3,170.3","3,116.4","438.98M","-0.15%"
"07/13/2023","3,130.5","3,084.4","3,136.9","3,084.4","360.76M","1.49%"
"07/12/2023","3,084.4","3,046.2","3,100.1","3,046.2","435.66M","1.25%"
"07/11/2023","3,046.2","3,040.3","3,048.8","3,018.0","350.84M","0.19%"
"07/10/2023","3,040.3","3,040.9","3,040.9","3,012.0","389.43M","-0.02%"
"07/07/2023","3,040.9","3,054.2","3,078.7","3,039.8","326.25M","-0.44%"
"07/06/2023","3,054.2","3,059.1","3,059.1","3,021.3","347.54M","-0.16%"
"07/05/2023","3,059.1","3,076.3","3,084.6","3,055.0","341.88M","-0.56%"
"07/03/2023","3,076.3","3,085.8","3,087.3","3,064.2","200.77M","-0.31%"
"06/30/2023","3,085.8","3,030.8","3,091.5","3,030.8","453.20M","1.82%"
"06/29/2023","3,030.8","3,026.9","3,037.8","3,014.8","380.68M","0.13%"
"06/28/2023","3,026.9","3,027.7","3,045.6","3,007.2","397.89M","-0.03%"
"06/27/2023","3,027.7","2,967.1","3,034.0","2,967.1","389.26M","2.04%"
"06/26/2023","2,967.1","2,998.1","3,025.5","2,966.8","399.79M","-1.03%"
"06/23/2023","2,998.1","3,031.5","3,031.5","2,985.3","522.76M","-1.10%"
"06/22/2023","3,031.5","3,003.8","3,031.8","2,989.9","410.77M","0.92%"
"06/21/2023","3,003.8","3,046.9","3,046.9","2,991.0","480.68M","-1.41%"
"06/20/2023","3,046.9","3,053.8","3,065.3","3,028.5","468.95M","-0.44%"
"06/16/2023","3,060.4","3,085.8","3,110.6","3,058.6","802.77M","-0.83%"
"06/15/2023","3,085.8","3,046.9","3,100.1","3,035.3","550.45M","1.28%"
"06/14/2023","3,046.9","3,012.5","3,047.2","3,001.1","541.14M","1.14%"
"06/13/2023","3,012.5","2,991.2","3,023.2","2,986.1","569.40M","0.71%"
"06/12/2023","2,991.2","2,930.4","2,992.2","2,930.4","490.42M","2.07%"
"06/09/2023","2,930.4","2,916.8","2,960.2","2,916.8","404.31M","0.46%"
"06/08/2023","2,916.8","2,882.3","2,921.1","2,882.3","383.22M","1.20%"
"06/07/2023","2,882.3","2,929.7","2,948.0","2,876.9","476.16M","-1.62%"
"06/06/2023","2,929.7","2,933.3","2,935.5","2,911.1","406.30M","-0.12%"
"06/05/2023","2,933.3","2,949.8","2,970.3","2,926.6","465.40M","-0.56%"
"06/02/2023","2,949.8","2,934.8","2,963.8","2,929.5","425.64M","0.51%"
"06/01/2023","2,934.8","2,896.3","2,945.5","2,883.6","511.39M","1.33%"
"05/31/2023","2,896.3","2,928.2","2,939.4","2,896.3","902.31M","-1.09%"
"05/30/2023","2,928.2","2,910.0","2,970.2","2,910.0","588.60M","0.63%"
"05/26/2023","2,910.0","2,834.1","2,914.1","2,834.1","610.79M","2.68%"
"05/25/2023","2,834.1","2,713.4","2,845.8","2,713.4","713.61M","4.45%"
"05/24/2023","2,713.4","2,730.4","2,730.4","2,697.2","422.15M","-0.62%"
"05/23/2023","2,730.4","2,772.0","2,772.0","2,729.9","403.05M","-1.50%"
"05/22/2023","2,772.0","2,768.3","2,779.8","2,755.4","386.69M","0.13%"
"05/19/2023","2,768.3","2,771.4","2,776.1","2,759.6","443.51M","-0.11%"
"05/18/2023","2,771.4","2,715.4","2,774.8","2,715.4","515.53M","2.06%"
"05/17/2023","2,715.4","2,681.0","2,718.8","2,678.4","442.51M","1.28%"
"05/16/2023","2,681.0","2,676.6","2,696.2","2,674.5","397.62M","0.16%"
"05/15/2023","2,676.6","2,657.0","2,677.3","2,648.8","342.34M","0.74%"
"05/12/2023","2,657.0","2,663.0","2,669.9","2,636.5","352.11M","-0.22%"
"05/11/2023","2,663.0","2,676.3","2,676.3","2,644.9","376.60M","-0.45%"
"05/10/2023","2,675.0","2,642.6","2,681.2","2,642.6","424.04M","1.22%"
"05/09/2023","2,642.6","2,665.4","2,665.4","2,640.5","367.80M","-0.86%"
"05/08/2023","2,665.4","2,665.9","2,667.5","2,647.3","373.50M","-0.02%"
"05/05/2023","2,665.9","2,595.5","2,674.4","2,595.5","474.74M","2.71%"
"05/04/2023","2,595.5","2,608.3","2,612.1","2,585.4","492.10M","-0.49%"
"05/03/2023","2,608.3","2,630.1","2,650.5","2,607.6","464.52M","-0.83%"
"05/02/2023","2,630.1","2,654.8","2,660.8","2,617.2","411.98M","-0.93%"
"05/01/2023","2,654.8","2,649.9","2,667.0","2,645.5","388.98M","0.18%"
"04/28/2023","2,649.9","2,622.2","2,650.4","2,618.8","463.46M","1.07%"
"04/27/2023","2,621.8","2,566.1","2,623.4","2,566.1","473.22M","2.17%"
"04/26/2023","2,566.1","2,522.4","2,592.1","2,522.4","462.29M","1.73%"
"04/25/2023","2,522.4","2,576.1","2,576.1","2,522.4","410.36M","-2.09%"
"04/24/2023","2,576.1","2,587.1","2,590.0","2,556.1","321.69M","-0.42%"
"04/21/2023","2,587.1","2,596.7","2,596.7","2,570.4","370.95M","-0.37%"
"04/20/2023","2,596.7","2,616.5","2,623.0","2,584.9","409.42M","-0.76%"
"04/19/2023","2,616.5","2,619.9","2,620.3","2,594.5","339.12M","-0.13%"
"04/18/2023","2,619.9","2,609.3","2,638.5","2,608.4","346.30M","0.41%"
"04/17/2023","2,609.3","2,599.1","2,613.9","2,588.4","326.04M","0.39%"
"04/14/2023","2,599.1","2,612.3","2,619.5","2,576.4","316.86M","-0.51%"
"04/13/2023","2,612.3","2,562.3","2,616.3","2,562.3","367.34M","1.95%"
"04/12/2023","2,562.3","2,578.0","2,602.5","2,558.6","364.91M","-0.61%"
"04/11/2023","2,578.0","2,604.9","2,604.9","2,574.2","329.25M","-1.03%"
"04/10/2023","2,604.9","2,608.8","2,608.8","2,565.1","367.92M","-0.15%"
"04/06/2023","2,608.8","2,591.2","2,611.6","2,561.9","346.27M","0.68%"
"04/05/2023","2,591.2","2,615.0","2,615.0","2,571.4","391.34M","-1.19%"
"04/04/2023","2,622.4","2,637.8","2,648.8","2,612.2","374.76M","-0.58%"
"04/03/2023","2,637.8","2,639.0","2,639.6","2,611.0","407.66M","-0.05%"
"03/31/2023","2,639.0","2,600.9","2,640.9","2,594.5","467.23M","1.47%"
"03/30/2023","2,600.9","2,571.5","2,604.3","2,571.5","413.26M","1.14%"
"03/29/2023","2,571.5","2,518.8","2,576.5","2,518.8","472.75M","2.09%"
"03/28/2023","2,518.8","2,530.3","2,530.3","2,495.4","359.95M","-0.46%"
"03/27/2023","2,530.3","2,552.0","2,563.6","2,524.6","391.40M","-0.85%"
"03/24/2023","2,552.0","2,545.8","2,552.6","2,520.5","431.56M","0.25%"
"03/23/2023","2,545.8","2,504.4","2,579.4","2,504.4","489.09M","1.65%"
"03/22/2023","2,504.4","2,527.6","2,580.7","2,504.2","521.74M","-0.92%"
"03/21/2023","2,527.6","2,506.7","2,531.6","2,493.4","491.97M","0.83%"
"03/20/2023","2,506.7","2,501.0","2,510.1","2,476.2","481.18M","0.23%"
"03/17/2023","2,501.0","2,503.8","2,529.6","2,486.0","950.62M","-0.11%"
"03/16/2023","2,503.8","2,434.8","2,507.0","2,419.6","662.13M","2.82%"
"03/15/2023","2,435.2","2,434.6","2,438.4","2,396.4","579.84M","0.03%"
"03/14/2023","2,434.6","2,380.0","2,443.0","2,380.0","531.79M","2.29%"
"03/13/2023","2,380.0","2,367.0","2,412.3","2,338.0","563.92M","0.55%"
"03/10/2023","2,367.0","2,408.9","2,411.2","2,357.7","546.21M","-1.74%"
"03/09/2023","2,408.9","2,444.2","2,475.0","2,404.9","482.55M","-1.45%"
"03/08/2023","2,444.2","2,423.8","2,447.2","2,419.9","408.82M","0.84%"
"03/07/2023","2,423.8","2,454.9","2,461.8","2,418.2","446.13M","-1.26%"
"03/06/2023","2,454.9","2,441.8","2,488.0","2,441.8","455.26M","0.53%"
"03/03/2023","2,441.8","2,390.7","2,442.6","2,390.7","449.86M","2.14%"
"03/02/2023","2,390.7","2,360.9","2,398.0","2,351.4","463.56M","1.26%"
"03/01/2023","2,360.9","2,380.3","2,383.6","2,355.1","426.44M","-0.81%"
"02/28/2023","2,380.3","2,384.7","2,402.6","2,373.6","443.47M","-0.19%"
"02/27/2023","2,384.7","2,372.4","2,407.7","2,372.4","374.96M","0.52%"
"02/24/2023","2,372.4","2,415.2","2,415.2","2,358.9","442.39M","-1.77%"
"02/23/2023","2,415.2","2,376.5","2,423.9","2,376.5","537.87M","1.63%"
"02/22/2023","2,376.5","2,379.9","2,395.4","2,365.6","454.63M","-0.14%"
"02/21/2023","2,379.9","2,438.4","2,438.4","2,378.1","461.78M","-2.40%"
"02/17/2023","2,438.4","2,467.9","2,467.9","2,416.7","426.36M","-1.19%"
"02/16/2023","2,467.9","2,511.9","2,511.9","2,467.1","460.20M","-1.75%"
"02/15/2023","2,511.9","2,502.3","2,512.4","2,480.3","412.52M","0.38%"
"02/14/2023","2,502.3","2,491.5","2,514.9","2,464.5","471.54M","0.44%"
"02/13/2023","2,491.5","2,448.0","2,496.4","2,448.0","452.86M","1.77%"
"02/10/2023","2,448.0","2,461.5","2,461.5","2,425.9","457.83M","-0.55%"
"02/09/2023","2,461.5","2,473.9","2,516.3","2,451.4","488.35M","-0.50%"
